Date,Open,High,Low,Close,Adj Close,Volume
2022-02-07,192.149994,194.589996,190.809998,192.479996,188.579193,3457800
2022-02-08,192.479996,195.059998,191.050003,194.559998,190.617050,2735800
2022-02-09,196.119995,197.020004,194.690002,196.619995,192.635284,3210500
2022-02-10,194.110001,196.970001,191.020004,191.750000,187.863998,3659600
2022-02-11,191.809998,192.889999,186.550003,186.990005,183.200470,5323500
2022-02-14,187.380005,188.419998,184.539993,186.690002,182.906540,3156800
2022-02-15,188.179993,189.929993,186.529999,189.529999,185.688995,2828500
2022-02-16,189.539993,189.800003,186.800003,189.059998,185.228516,3085600
2022-02-17,187.479996,187.880005,184.300003,184.589996,180.849091,3075900
2022-02-18,183.929993,185.059998,181.389999,182.130005,178.438965,5038400
2022-02-22,183.119995,185.279999,180.940002,182.559998,178.860229,4008000
2022-02-23,183.570007,183.880005,178.800003,178.960007,175.333206,3582400
2022-02-24,174.949997,182.690002,174.419998,182.339996,179.628357,5899700
2022-02-25,182.100006,189.520004,182.070007,188.559998,185.755844,5001000
2022-02-28,186.050003,189.940002,186.050003,189.750000,186.928162,4111100
2022-03-01,186.649994,189.850006,182.929993,183.600006,180.869614,5463000
2022-03-02,185.339996,188.250000,184.160004,186.440002,183.667374,5340700
2022-03-03,189.470001,191.850006,187.119995,187.520004,184.731323,5022900
2022-03-04,185.649994,187.669998,184.520004,187.429993,184.642639,5062000
2022-03-07,187.039993,187.300003,182.020004,182.160004,179.451035,3533800
2022-03-08,182.190002,187.020004,182.119995,183.240005,180.514969,4575000
2022-03-09,186.360001,187.229996,184.889999,185.399994,182.642853,2899400
2022-03-10,182.539993,185.110001,182.220001,184.360001,181.618317,2455400
2022-03-11,186.380005,186.929993,182.029999,182.240005,179.529846,2725500
2022-03-14,183.470001,185.210007,182.720001,183.199997,180.475555,3002100
2022-03-15,185.130005,188.169998,184.789993,187.789993,184.997299,3922800
2022-03-16,189.600006,191.250000,186.520004,191.029999,188.189133,4132700
2022-03-17,189.649994,192.610001,189.199997,191.929993,189.075729,3153500
2022-03-18,191.770004,194.919998,189.800003,194.720001,191.824249,8748600
2022-03-21,193.570007,194.410004,191.520004,193.020004,190.149536,3500600
2022-03-22,193.139999,195.919998,193.139999,195.029999,192.129639,2369500
2022-03-23,194.440002,194.960007,192.009995,192.339996,189.479630,1816100
2022-03-24,193.179993,194.720001,192.050003,194.690002,191.794708,2197800
2022-03-25,195.350006,198.360001,195.320007,197.789993,194.848587,2543100
2022-03-28,197.089996,197.339996,194.250000,197.110001,194.178711,3270500
2022-03-29,199.080002,199.389999,194.830002,197.539993,194.602295,3350300
2022-03-30,197.119995,198.179993,195.690002,196.539993,193.617172,2427500
2022-03-31,196.669998,198.210007,194.550003,194.580002,191.686325,3276000
2022-04-01,195.899994,196.110001,193.500000,196.029999,193.114777,2286600
2022-04-04,195.330002,196.630005,193.440002,196.070007,193.154190,2051200
2022-04-05,194.639999,196.470001,193.089996,193.630005,190.750458,2293800
2022-04-06,191.919998,195.070007,191.130005,193.619995,190.740585,2942500
2022-04-07,192.500000,193.600006,188.440002,192.699997,189.834290,2201500
2022-04-08,193.000000,193.389999,189.809998,190.160004,187.332062,2877800
2022-04-11,190.270004,191.250000,188.729996,189.270004,186.455307,2700700
2022-04-12,190.899994,192.889999,190.000000,190.990005,188.149719,3098800
2022-04-13,191.830002,195.009995,191.320007,194.850006,191.952332,2391300
2022-04-14,195.169998,196.699997,194.910004,195.190002,192.287262,4275800
2022-04-18,194.289993,195.880005,191.139999,192.070007,189.213669,1958000
2022-04-19,193.070007,197.360001,192.570007,197.199997,194.267365,3340700
